,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_WORK_PHONE,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START
119007,0,2,157500,571500,27490.5,571500,0.035792,-10912,-389,-4847,-3561,1,2,12
119020,1,0,135000,269550,21739.5,225000,0.005313,-8693,-217,-6727,-1325,1,2,17
119021,0,2,180000,1575000,41548.5,1575000,0.019689,-14678,-1722,-3559,-4631,1,2,9
119022,0,0,112500,201474,19755,189000,0.030755,-24786,365243,-300,-3784,0,2,17
119053,0,0,135000,670500,19215,670500,0.00712,-21903,365243,-3052,-4580,0,2,8
119054,0,0,103500,646920,17919,540000,0.020713,-12753,-308,-6349,-4494,0,3,8
119055,1,0,67500,808650,26217,675000,0.008866,-16364,-4225,-2760,-4509,0,2,21
119073,1,0,157500,521280,28408.5,450000,0.010032,-9492,-546,-7087,-753,0,2,5
119074,0,1,112500,808650,26086.5,675000,0.019101,-8888,-1807,-681,-1390,0,2,22
119127,1,0,157500,958500,25411.5,958500,0.035792,-14404,-2309,-2234,-4964,0,2,20
119140,0,0,76500,47970,4873.5,45000,0.008866,-12980,-2239,-7128,-4296,1,2,18
119141,1,0,157500,450000,22018.5,450000,0.018801,-13484,-174,-6116,-4528,1,2,18
119142,0,1,126000,381528,22846.5,315000,0.04622,-15018,-1337,-342,-4417,0,1,10
119143,0,0,157500,959598,25443,801000,0.030755,-20208,365243,-11242,-3415,0,2,11
119144,0,2,112500,202500,10125,202500,0.006207,-14341,-4044,-903,-4295,0,2,14
119145,0,0,270000,1082214,29889,945000,0.006008,-14339,-1767,-1889,-4611,0,2,11
119147,1,1,225000,911263.5,38740.5,814500,0.030755,-19097,-3066,-12978,-2639,0,2,19
119149,0,1,72000,387000,14737.5,387000,0.025164,-17556,-174,-1628,-1110,1,2,12
119150,0,0,166500,900000,35694,900000,0.018029,-8900,-1784,-1397,-1430,1,3,13
119151,0,0,189000,808650,23305.5,675000,0.018029,-20652,365243,-587,-3829,0,3,9
119152,0,0,67500,808650,23773.5,675000,0.005144,-16943,-10084,-9451,-476,0,2,13
119153,0,1,67500,1072809,31495.5,895500,0.031329,-15665,-2379,-4603,-4639,0,2,10
119154,0,0,193500,755190,32125.5,675000,0.00702,-13887,-1065,-2778,-3017,0,2,10
119155,1,2,169591.5,1535553,40504.5,1372500,0.025164,-12704,-3220,-755,-1899,1,2,15
119163,0,0,90000,215865,21478.5,202500,0.031329,-14697,-1520,-8558,-4439,0,2,12
119165,1,0,112500,177903,12510,148500,0.018801,-24033,365243,-14281,-4228,0,2,7
119182,0,0,270000,585000,29250,585000,0.072508,-18063,-4041,-126,-1554,0,1,18
119183,0,1,135000,45000,4450.5,45000,0.016612,-10625,-3201,-3152,-3151,1,2,17
119184,1,1,180000,555273,18040.5,463500,0.04622,-15144,-229,-7466,-3181,1,1,14
119185,0,1,630000,1102171.5,43839,945000,0.032561,-16965,-3819,-1243,-404,0,1,16
119186,0,0,202500,239850,23850,225000,0.00702,-23950,365243,-2697,-4791,0,2,15
119188,0,2,135000,450000,44509.5,450000,0.010006,-13244,-1942,-6598,-4661,1,2,14
119189,1,0,135000,1264500,37102.5,1264500,0.028663,-21090,365243,-7326,-2938,0,2,15
119223,0,2,90000,547344,22104,472500,0.002134,-15886,-3372,-1287,-3996,0,3,12
119224,1,0,112500,315000,15750,315000,0.025164,-13928,-1445,-1995,-1903,1,2,15
119264,1,1,81000,251280,11196,180000,0.01885,-13870,-3062,-13861,-4604,0,2,11
119265,0,1,180000,107820,8595,90000,0.009175,-9769,-1365,-5971,-1014,0,2,15
119268,1,1,72000,450000,20979,450000,0.019101,-16352,-948,-547,-476,1,2,12
119269,0,0,67500,177903,12510,148500,0.031329,-21706,365243,-458,-1457,0,2,10
119271,0,0,126000,1080000,31576.5,1080000,0.025164,-12687,-2920,-3757,-4027,0,2,7
119273,1,1,45000,331834.5,16092,252000,0.025164,-15298,-2853,-360,-4105,0,2,10
119274,0,0,162000,807534,38848.5,652500,0.031329,-9997,-2332,-2753,-1962,1,2,16
119326,0,0,180000,270000,13500,270000,0.006233,-14413,-195,-5987,-4460,0,2,18
119327,1,1,67500,592560,32274,450000,0.016612,-13237,-5618,-7369,-4376,0,2,11
119328,0,1,90000,753840,24448.5,540000,0.018634,-15254,-3631,-8217,-4105,1,2,9
119352,0,0,180000,533313,41400,472500,0.010276,-9925,-1023,-4615,-1940,0,2,12
119354,0,0,67500,180000,9000,180000,0.010643,-18537,-2385,-11043,-2088,0,2,10
119355,1,1,247500,1824480,57415.5,1575000,0.010006,-11466,-1050,-2675,-2675,0,2,8
119356,0,1,126000,239850,23850,225000,0.019689,-14989,-1750,-2891,-4753,0,2,10
119357,1,0,135000,1104997.5,36648,990000,0.002042,-19415,-1651,-2020,-2861,0,3,12
119358,1,0,112500,276277.5,25470,238500,0.010966,-17360,365243,-5873,-894,0,2,16
119371,0,0,90000,180000,9000,180000,0.0105,-9080,-759,-3942,-1710,1,3,15
119372,0,0,225000,202500,10125,202500,0.026392,-14447,-4422,-3483,-5017,0,2,17
119373,1,0,135000,800500.5,35392.5,715500,0.008019,-19552,-191,-10241,-3109,0,2,11
119374,1,0,292500,586633.5,30082.5,445500,0.010032,-16018,-9115,-8866,-3920,0,2,9
119375,0,1,112500,651600,35478,562500,0.00733,-14301,-425,-4601,-4595,0,2,16
119377,0,0,67500,805536,34128,720000,0.00712,-21560,365243,-3349,-4810,0,2,11
119378,0,0,171000,508495.5,23692.5,454500,0.006629,-21010,365243,-10640,-1349,0,2,6
119379,0,1,247500,675000,34465.5,675000,0.04622,-16315,-1139,-6140,-4278,0,1,15
119380,0,1,252000,1350000,43551,1350000,0.035792,-20702,365243,-2375,-3429,0,2,9
119381,0,0,166500,521280,36409.5,450000,0.00963,-23339,365243,-17188,-4534,0,2,11
119382,0,1,224399.025,2447937,61879.5,2254500,0.018209,-13518,-1015,-1636,-3924,1,3,15
119384,0,0,342000,270000,12510,270000,0.015221,-9755,-1192,-3921,-2012,0,2,14
119385,0,1,135000,888840,29506.5,675000,0.025164,-14247,-4687,-8387,-4822,0,2,15
119386,0,1,157500,270000,13500,270000,0.008866,-13718,-677,-18,-465,0,2,16
119387,0,1,112500,405000,21204,405000,0.030755,-12647,-562,-8829,-3176,0,2,20
119388,0,0,90000,620325,20628,535500,0.008866,-22519,365243,-8749,-4126,0,2,14
119389,1,2,112500,343377,23076,283500,0.035792,-13397,-1173,-1384,-4225,0,2,16
119390,0,0,112500,760225.5,30280.5,679500,0.018634,-23589,365243,-10095,-4108,0,2,9
119392,0,0,67500,305221.5,17649,252000,0.009657,-22018,365243,-849,-1704,0,2,12
119393,0,1,400500,949500,27891,949500,0.005002,-19918,-422,-3200,-3466,0,3,12
119396,0,0,270000,1130760,36607.5,810000,0.072508,-17017,-823,-9380,-561,0,1,15
119397,0,0,112500,112500,11934,112500,0.006671,-17034,-1919,-1740,-567,1,2,11
119398,1,0,94500,81504,8905.5,72000,0.006629,-9951,-1144,-2145,-1817,0,2,6
119399,0,0,58500,207396,12816,157500,0.035792,-23753,365243,-4074,-4285,0,2,10
119400,0,3,315000,432661.5,29268,373500,0.04622,-13523,-2658,-587,-1905,0,1,18
119401,0,0,450000,971280,97177.5,900000,0.025164,-22761,365243,-3599,-3795,0,2,10
119402,0,0,135000,906660,32697,675000,0.009657,-16143,-7320,-3555,-4961,0,2,18
119403,0,1,112500,545040,35617.5,450000,0.035792,-11864,-3224,-1034,-2314,0,2,14
119404,0,1,112500,284400,22599,225000,0.00963,-16324,-8415,-3163,-4445,1,2,14
119405,0,0,139500,808650,26217,675000,0.020713,-17780,-451,-6614,-1258,1,3,13
119406,1,0,180000,1080063,38925,837000,0.025164,-17138,-3172,-6032,-685,0,2,16
119407,0,1,99000,178290,11034,157500,0.018634,-14187,-2370,-2713,-3926,0,2,12
119408,0,1,175500,521280,31630.5,450000,0.025164,-15996,-490,-10059,-4113,0,2,7
119409,0,0,900000,540000,27000,540000,0.032561,-18480,-8092,-4259,-2031,0,1,14
119410,0,0,247500,675000,37822.5,675000,0.022625,-16107,-1327,-3779,-4680,0,2,19
119411,1,0,162000,746280,59094,675000,0.003813,-13607,-4032,-269,-3622,1,2,15
119412,0,1,117000,282690,15462,202500,0.01885,-9438,-166,-3790,-221,0,2,14
119413,0,0,110250,254700,17149.5,225000,0.007305,-20218,365243,-6269,-3707,0,3,14
119414,0,0,180000,253737,13018.5,229500,0.018634,-19317,-11542,-2664,-2875,0,2,15
119416,0,0,112500,163008,17244,144000,0.01885,-20021,-1536,-1884,-2918,0,2,10
119417,0,0,72000,180000,9000,180000,0.015221,-20033,365243,-7787,-3594,0,2,7
119418,0,0,112500,254700,14350.5,225000,0.008019,-24669,365243,-6216,-4375,0,2,11
119419,0,0,382500,509922,39591,472500,0.006296,-11536,-1598,-120,-3493,0,3,12
119420,1,0,271350,1024290,36418.5,855000,0.008019,-15394,-2507,-7446,-4177,0,2,13
119421,0,0,135000,178290,16798.5,157500,0.025164,-8648,-1550,-5973,-64,0,2,12
119422,0,0,157500,447768,28746,405000,0.00702,-24415,365243,-12801,-151,0,2,14
119423,0,1,126000,263686.5,29880,238500,0.035792,-8396,-1231,-6770,-1072,0,2,15
119424,1,0,225000,942300,36643.5,675000,0.006671,-18257,-1515,-1363,-1794,0,2,17
119425,0,0,88650,900000,26446.5,900000,0.01885,-17379,365243,-9272,-939,0,2,11
119426,0,0,135000,382500,19125,382500,0.030755,-22159,365243,-11521,-4427,0,2,16
119427,0,0,135000,755190,36459,675000,0.018801,-14820,-947,-2601,-2800,0,2,13
119428,0,0,90000,180000,9000,180000,0.018029,-8109,-411,-5242,-779,1,3,12
119429,0,0,193500,427500,23319,427500,0.002042,-22634,365243,-3573,-4400,0,3,15
119431,0,2,180000,450000,27193.5,450000,0.01885,-13339,-450,-5178,-4463,1,2,11
119432,0,0,261000,254700,14751,225000,0.00496,-24073,-12471,-5819,-2781,0,2,16
119433,1,1,90000,199080,15727.5,157500,0.019689,-10309,-499,-61,-2933,0,2,11
119434,0,1,337500,1035832.5,33543,904500,0.00496,-15335,-3907,-9135,-500,0,2,9
119435,0,0,180000,450000,27324,450000,0.008625,-13066,-1037,-6391,-566,1,2,17
119436,0,0,112500,239850,23494.5,225000,0.035792,-24596,365243,-7747,-4128,0,2,14
119437,1,0,180000,451102.5,23161.5,337500,0.008474,-16005,-2931,-4997,-2745,0,2,12
119451,0,1,202500,265536,12901.5,180000,0.04622,-12073,-1420,-2767,-3983,0,1,11
119452,0,1,247500,1078200,34780.5,900000,0.032561,-15461,-2014,-9594,-5165,0,1,12
119453,0,1,67500,314055,13437,238500,0.018209,-16423,-2066,-9073,-4109,0,3,6
119455,1,0,256500,469152,28480.5,405000,0.018801,-19827,-847,-790,-875,0,2,9
119456,0,0,337500,1354500,74353.5,1354500,0.026392,-16832,-7942,-8923,-378,0,2,17
119457,0,0,382500,545040,26640,450000,0.00702,-20066,-7701,-4307,-3343,0,2,13
119458,0,0,126000,142200,5490,112500,0.0105,-13668,-4006,-4781,-5383,1,3,14
119459,0,0,180000,490495.5,27517.5,454500,0.025164,-11588,-1632,-1554,-1,0,2,8
119460,0,0,225000,760225.5,30280.5,679500,0.04622,-21203,365243,-2174,-4602,0,1,11
119461,0,0,157500,229500,24714,229500,0.028663,-18952,-702,-7809,-2488,0,2,8
119462,1,1,202500,545040,36553.5,450000,0.009334,-14463,-763,-6382,-2024,0,2,16
119476,0,0,135000,143910,15628.5,135000,0.003122,-10248,-560,-350,-443,1,3,12
119477,0,2,112500,202500,10125,202500,0.02461,-20394,-2230,-9419,-3408,0,2,15
119478,0,0,112500,715095,47061,675000,0.022625,-18125,-4846,-306,-1664,0,2,11
119479,1,0,180000,813195,43456.5,702000,0.035792,-20985,-1460,-13643,-4459,0,2,10
119480,1,1,58500,508500,20412,508500,0.018209,-15689,-3475,-5083,-4305,1,3,16
119481,0,1,540000,900000,45000,900000,0.072508,-17830,-1412,-3371,-1320,0,1,18
119482,1,0,135000,442791,25551,400500,0.01885,-23411,365243,-12955,-4249,0,2,18
119542,0,0,130500,808650,23643,675000,0.022625,-20822,-2151,-11107,-4165,1,2,9
119543,1,0,157500,473760,51151.5,450000,0.04622,-10189,-1926,-2885,-2882,0,1,10
119544,0,0,90000,140166,10098,117000,0.018634,-13305,-166,-7385,-4500,0,2,17
119545,0,0,202500,254700,26743.5,225000,0.018801,-11285,-1923,-4970,-1262,1,2,11
119546,0,0,90000,360000,20232,360000,0.026392,-21872,365243,-9677,-4606,0,2,11
119547,0,1,126000,582768,46174.5,540000,0.010032,-12011,-1787,-3035,-3370,0,2,5
119548,0,2,225000,86346,9297,81000,0.010643,-13864,-920,-6879,-4456,0,2,12
119549,0,0,162000,1314117,38551.5,1147500,0.018634,-13906,-386,-2448,-4703,0,2,15
119550,0,0,94500,254700,14220,225000,0.015221,-21869,365243,-4900,-4911,0,2,14
119551,1,0,157500,568197,25029,490500,0.035792,-17372,-2235,-9867,-921,0,2,14
119574,0,2,54000,99504,10575,90000,0.0105,-12491,-5261,-272,-4296,1,3,10
119575,1,0,157500,545040,26640,450000,0.035792,-15571,-1146,-8584,-4032,0,2,13
119576,0,0,45000,819432,26563.5,684000,0.031329,-22147,365243,-4552,-4201,0,2,15
119597,0,0,115650,145557,11560.5,121500,0.00496,-10459,-307,-86,-951,1,2,15
119598,1,0,135000,942300,30528,675000,0.018029,-12865,-1858,-1734,-1625,0,3,5
119599,0,0,58500,242595,16542,202500,0.019689,-14168,-231,-5543,-104,0,2,13
119600,0,1,135000,301500,28188,301500,0.04622,-14577,-1214,-279,-4291,1,1,17
119601,0,1,292500,521280,35262,450000,0.009549,-15527,-535,0,-4296,0,2,17
119602,0,0,225000,229230,27333,202500,0.008866,-14201,-2597,-1559,-2270,0,2,16
119603,1,1,157500,298512,21762,270000,0.019101,-10748,-144,-5074,-3375,1,2,16
119604,0,0,202500,66222,6579,58500,0.018634,-24146,365243,-10180,-5076,0,2,11
119605,0,1,216000,521280,31630.5,450000,0.019689,-11559,-264,-5632,-4068,0,2,16
119606,0,0,225000,487971,47668.5,463500,0.010147,-22223,-401,-4864,-4975,0,2,10
119608,1,1,225000,1223010,51948,1125000,0.020713,-15548,-706,-7192,-3287,0,3,5
119610,0,0,157500,225000,22383,225000,0.00496,-9559,-1107,-4334,-2213,1,2,10
119611,0,0,247500,1180899,50161.5,1012500,0.019689,-16680,-9073,-4251,-231,0,2,8
119612,0,0,135000,381528,24511.5,315000,0.014464,-9115,-581,-3925,-1739,0,2,10
119613,1,2,90000,283500,19305,283500,0.028663,-14192,-1723,-2622,-4377,0,2,15
119614,0,0,112500,454500,23206.5,454500,0.031329,-14114,-1335,-4004,-4843,0,2,11
119615,0,1,135000,541323,29493,405000,0.030755,-11153,-1057,-945,-3725,0,2,10
119617,0,0,135000,1350000,37125,1350000,0.026392,-21523,365243,-3947,-4589,0,2,11
119620,0,2,202500,355536,19417.5,270000,0.035792,-12225,-522,-1024,-3426,0,2,10
119621,1,0,157500,288873,21064.5,238500,0.010147,-15024,-168,-1946,-2250,0,2,11
119655,0,0,112500,467257.5,16911,328500,0.020246,-23687,365243,-2601,-4984,0,3,12
119656,1,0,90000,152820,16177.5,135000,0.019101,-14046,-1306,-4762,-5497,1,2,12
119657,0,1,117000,628114.5,20889,477000,0.020246,-13711,-3759,-7386,-4339,1,3,7
119658,0,0,135000,254700,24939,225000,0.030755,-24761,-1447,-5713,-3913,0,2,11
119659,0,0,137358,545040,35617.5,450000,0.025164,-17789,-2235,-2700,-1269,0,2,13
119660,0,1,157500,659610,25686,472500,0.010966,-16656,-2593,-9071,-209,0,2,9
119661,0,0,180000,558841.5,23805,499500,0.035792,-20306,365243,-12205,-3858,0,2,14
119662,0,0,202500,1288350,41562,1125000,0.04622,-18097,-2099,-729,-1537,1,1,14
119663,0,0,180000,213948,21289.5,189000,0.00702,-24185,365243,-1947,-4772,0,2,11
119664,1,0,180000,640080,31261.5,450000,0.030755,-13815,-3875,-6992,-4050,0,2,14
119665,0,1,225000,263686.5,26208,238500,0.00702,-16945,-2384,-7007,-477,0,2,12
119666,0,0,225000,521280,27423,450000,0.025164,-10068,-202,-72,-2746,0,2,10
119667,0,0,202500,728460,57685.5,675000,0.025164,-19233,-5054,-13269,-2078,0,2,9
119668,0,0,225000,1319269.5,36409.5,1152000,0.022625,-13589,-1413,-538,-706,0,2,13
119669,0,0,72000,135000,5944.5,135000,0.009549,-23079,365243,-9245,-4596,0,2,10
119670,1,0,112500,254700,14751,225000,0.025164,-24551,365243,-7789,-4135,0,2,9
119672,0,0,270000,1113840,44302.5,900000,0.032561,-17174,-641,-1525,-701,0,1,11
119673,0,0,76500,254700,14350.5,225000,0.030755,-24181,365243,-917,-4438,0,2,15
119674,1,0,180000,1327500,42822,1327500,0.005144,-13607,-68,-6018,-1240,0,2,9
119676,0,1,135000,414792,21307.5,315000,0.010556,-10983,-451,-4458,-3103,0,3,11
119677,0,0,247500,675000,53460,675000,0.015221,-13489,-1792,-1180,-2828,0,2,11
119678,0,2,202500,497520,25402.5,450000,0.031329,-11653,-952,-71,-4066,0,2,10
119679,0,0,54000,225000,15219,225000,0.005313,-18024,-222,-4185,-1582,1,2,13
119680,0,0,157500,450000,16164,450000,0.019101,-21404,365243,-7522,-4717,0,2,10
119681,0,0,180000,696150,33619.5,562500,0.018801,-22440,365243,-578,-4788,0,2,8
119682,1,0,157500,364896,23449.5,315000,0.030755,-12656,-1913,-5685,-4716,0,2,17
119684,0,0,202500,306000,15624,306000,0.011657,-16018,-1386,-1864,-785,1,1,18
119685,0,0,270000,1354500,55165.5,1354500,0.028663,-11911,-3312,-2130,-4235,0,2,16
119686,0,0,112500,454500,21865.5,454500,0.026392,-18993,-8058,-8744,-2505,0,2,15
119687,1,0,202500,545040,35617.5,450000,0.003818,-15722,-2381,-9136,-2587,1,2,9
119704,0,0,112500,270000,16312.5,270000,0.010556,-8336,-939,-3196,-113,0,3,16
119705,0,0,135000,568908,22689,508500,0.035792,-19671,-2939,-12432,-3225,0,2,12
119706,1,0,157500,728460,38938.5,675000,0.019101,-21094,365243,-6712,-3615,0,2,15
119707,0,1,148500,405000,20250,405000,0.035792,-10782,-1996,-1696,-3448,0,2,15
119724,1,1,58500,188685,14944.5,157500,0.014464,-14298,-878,-3858,-3858,1,2,8
119725,0,1,225000,728460,44694,675000,0.072508,-12356,365243,-1211,-3280,0,1,15
119726,1,0,135000,360000,18378,360000,0.030755,-22142,365243,-7477,-4909,0,2,12
119727,0,0,135000,1201500,35262,1201500,0.025164,-17588,-1478,-2008,-1091,0,2,11
119728,0,0,90000,720000,19120.5,720000,0.018209,-20038,-450,-9089,-3591,0,3,10
119729,1,0,202500,1024740,52452,900000,0.007305,-16922,-457,0,-473,1,3,10
119730,0,0,135000,900000,32458.5,900000,0.022625,-19856,-1438,-5824,-3399,1,2,11
119753,0,1,315000,339948,38578.5,315000,0.007114,-11014,-1276,-1243,-1269,0,2,13
119754,0,1,135000,337923,21726,279000,0.008575,-15708,-4912,-4256,-4388,0,2,12
119755,1,0,90000,679500,26572.5,679500,0.018634,-23631,365243,-3192,-5443,0,2,12
119756,0,0,225000,436032,28516.5,360000,0.006629,-20500,-1331,-11913,-145,0,2,4
119758,0,2,180000,900000,26446.5,900000,0.030755,-10722,-435,-4376,-3232,1,2,9
119759,0,0,157500,247500,12375,247500,0.019689,-19984,-13189,-13935,-3505,0,2,15
119760,0,0,135000,450000,12001.5,450000,0.009175,-10197,-2879,-1767,-2872,0,2,17
119763,0,1,270000,2053845,71518.5,1773000,0.04622,-17398,-2711,-2668,-945,0,1,12
119764,1,2,67500,1078200,31653,900000,0.008068,-10834,-2005,-3573,-973,0,3,7
119765,0,1,90000,539100,27652.5,450000,0.016612,-17455,-610,-6952,-998,1,2,11
119766,0,0,112500,450000,24543,450000,0.028663,-10148,-2029,-2064,-2064,0,2,13
119767,0,0,225000,675000,26284.5,675000,0.026392,-21440,-707,-3662,-528,0,2,16
119768,0,0,207000,585000,17104.5,585000,0.019101,-18129,-5390,-10702,-1417,1,2,15
119769,0,2,180000,540000,29425.5,540000,0.031329,-10748,-2482,-1686,-893,1,2,8
119770,0,1,112500,244584,16051.5,193500,0.00733,-12922,-662,-742,-4534,0,2,11
119772,0,1,202500,180000,8752.5,180000,0.035792,-13466,-805,-3751,-4836,1,2,7
119773,1,0,67500,490495.5,26127,454500,0.031329,-20124,365243,-3046,-3516,0,2,11
119793,1,0,162000,541323,29493,405000,0.030755,-12239,-2636,-4872,-4102,1,2,16
119794,0,0,202500,528633,21096,472500,0.031329,-23333,365243,-3774,-3965,0,2,14
119795,0,1,180000,592560,26230.5,450000,0.018029,-17386,-7926,-3286,-906,0,3,6
119796,0,2,112500,1339884,39177,1170000,0.010006,-13323,-740,-1180,-4225,1,2,15
119797,0,1,202500,479700,50373,450000,0.006852,-15039,-2662,-444,-884,1,3,5
119798,0,2,202500,382500,19125,382500,0.006008,-14626,-4243,-3638,-4981,0,2,18
119799,0,0,135000,391500,20119.5,391500,0.02461,-22691,365243,-1473,-4560,0,2,14
119800,1,0,202500,651600,23535,562500,0.00702,-23517,-1795,-5803,-3853,0,2,9
119819,0,0,76500,90000,8901,90000,0.0105,-19429,-3791,-4203,-2847,1,3,16
119822,1,0,225000,270000,21775.5,270000,0.014464,-12390,-333,-4173,-4146,1,2,5
119823,1,0,157500,438084,32008.5,387000,0.002134,-9265,-347,-485,-882,0,3,9
119869,0,0,94500,270000,13500,270000,0.01885,-20682,365243,-1853,-4038,0,2,10
119870,1,1,135000,467667,30015,423000,0.035792,-13539,-2349,-582,-331,0,2,10
119887,0,0,90000,53910,2052,45000,0.025164,-18739,-433,-1101,-2275,1,2,14
119888,1,1,135000,463500,20547,463500,0.015221,-12019,-3296,-417,-4246,1,2,14
119889,1,0,135000,781920,25969.5,675000,0.006852,-23291,365243,-1627,-4718,0,3,6
119890,0,1,130500,144000,8266.5,144000,0.005313,-12998,-596,-5084,-5638,1,2,13
119903,0,0,135000,148365,12024,135000,0.014464,-12149,-2660,-2613,-4265,0,2,3
119904,0,2,360000,1006920,40063.5,900000,0.035792,-12360,-3831,-6049,-3086,0,2,12
119905,1,1,157500,352044,17253,247500,0.004849,-15302,365243,-1829,-3091,0,2,13
119906,0,0,225000,180000,9000,180000,0.019689,-8948,-100,-3687,-1518,0,2,16
119913,0,3,135000,364896,18760.5,315000,0.008866,-12290,-4532,-359,-1471,1,2,18
119914,0,0,274500,260568,24615,247500,0.014464,-22127,365243,-3300,-676,0,2,5
119915,0,1,58500,286704,12757.5,247500,0.009657,-14608,-1282,-981,-4158,1,2,10
119916,0,2,157500,134775,12492,112500,0.019101,-12263,-1295,-1690,-3359,0,2,9
119917,0,2,90000,1256400,36864,900000,0.008068,-11326,-931,-5567,-413,0,3,6
119918,0,0,216000,787131,26145,679500,0.003813,-19220,-9584,-5904,-2694,0,2,6
119919,0,0,157500,450000,27324,450000,0.008866,-17518,-506,-7,-769,0,2,12
119920,0,3,90000,1046142,27724.5,913500,0.031329,-13065,-2582,-782,-3659,0,2,15
119923,0,0,157500,966424.5,51619.5,895500,0.010643,-19929,-4719,-11840,-3460,1,2,11
119924,0,0,108000,239850,23139,225000,0.01885,-22305,365243,-12456,-4073,0,2,12
119925,0,0,99000,840996,24718.5,702000,0.031329,-22559,365243,-8809,-5235,0,2,11
119926,1,0,157500,1130062.5,47880,1039500,0.00823,-8502,-243,-1151,-1163,0,2,15
119950,1,0,234000,1067940,28300.5,765000,0.009334,-15352,-1175,-433,-4081,0,2,10
119951,0,3,315000,1327500,51570,1327500,0.026392,-15356,-1294,-2749,-4023,0,2,16
119952,0,0,157500,204858,9153,171000,0.020713,-22748,365243,-2321,-4423,0,3,5
119953,0,0,90000,152820,8424,135000,0.01885,-22801,365243,-8390,-3100,0,2,11
119954,0,0,180000,781920,42417,675000,0.072508,-17358,-2635,-6977,-888,1,1,10
119955,1,1,202500,599778,32665.5,477000,0.00712,-10214,-719,-4975,-2889,0,2,12
119956,0,0,135000,900000,35694,900000,0.011657,-19540,-661,-4469,-2927,0,1,14
119957,0,0,99000,1062027,29821.5,886500,0.006296,-21052,-7536,-13391,-3742,0,3,17
119958,0,2,112500,239850,25447.5,225000,0.010276,-14618,-1564,-6673,-4179,1,2,16
119959,0,0,270000,900000,46732.5,900000,0.009334,-9017,-245,-581,-1689,0,2,16
119960,0,2,63000,450000,22018.5,450000,0.01885,-9914,-1238,-692,-2589,1,2,11
119961,1,0,225000,426384,50602.5,405000,0.030755,-11845,-1389,-4726,-4175,0,2,12
119962,0,1,157500,254700,25321.5,225000,0.015221,-12474,-3167,-6344,-4481,1,2,12
119963,0,0,112500,675000,34596,675000,0.01452,-18505,-2230,-5823,-2049,0,2,8
119964,0,1,90000,52128,5472,45000,0.030755,-15653,-1380,-8168,-4613,0,2,10
119965,0,0,270000,1236816,36292.5,1080000,0.072508,-21829,-9502,-10430,-5198,0,1,12
119966,0,1,99000,1125171,41827.5,1035000,0.010966,-14008,-6307,-2286,-5319,0,2,10
119968,0,0,135000,270000,13500,270000,0.016612,-8796,-186,-5227,-1488,0,2,13
119969,1,0,103500,202500,10125,202500,0.035792,-15275,-799,-2218,-2203,0,2,13
119970,0,1,45000,239850,23364,225000,0.015221,-16275,-3603,-6951,-4326,0,2,12
119971,0,0,108000,646920,18913.5,540000,0.01885,-18055,-1410,-1304,-1588,0,2,15
119972,0,0,81000,180000,9000,180000,0.010966,-14584,-7763,-4145,-4145,1,2,13
119973,0,0,58500,135000,6750,135000,0.025164,-22079,365243,-7463,-3899,0,2,12
119974,0,1,112500,942300,30528,675000,0.007274,-16648,-1184,-6106,-147,0,2,15
119975,0,0,225000,675000,19867.5,675000,0.01452,-20514,365243,-10865,-4027,0,2,8
119976,0,0,67500,150948,13041,126000,0.00963,-9062,-1155,-2558,-1218,0,2,12
119978,1,1,135000,550980,33835.5,450000,0.006629,-9213,-668,-1467,-1289,0,2,8
120012,0,2,315000,1467612,62311.5,1350000,0.008068,-12792,-2323,-3509,-4472,0,3,13
120013,1,3,157500,551079,30024,418500,0.022625,-13389,-475,-197,-3621,0,2,11
120038,0,0,90000,136260,10894.5,112500,0.031329,-15108,-240,-15,-4571,1,2,11
120039,1,0,144000,1300500,49536,1300500,0.030755,-23742,365243,-5341,-4026,0,2,16
120040,0,0,81000,202500,7272,202500,0.01885,-20678,365243,-1961,-4163,0,2,16
120041,0,0,180000,679500,19998,679500,0.018209,-20025,-448,-7584,-3571,0,3,8
120042,0,0,58500,540000,15606,540000,0.026392,-20452,365243,-7667,-3419,0,2,11
120043,0,1,112500,180000,9000,180000,0.008625,-9810,-1141,-526,-2426,1,2,15
120044,0,1,157500,630000,30438,630000,0.035792,-15674,-1223,-7340,-4421,1,2,11
120045,0,0,180000,813195,27004.5,702000,0.010147,-19845,-1931,-2284,-3215,0,2,14
120046,0,0,180000,384048,14607,270000,0.019101,-21935,365243,-10263,-1037,0,2,17
120047,0,0,202500,993996,50751,873000,0.002042,-18954,-1484,-1382,-2515,0,3,17
120048,0,0,157500,545040,26509.5,450000,0.003818,-22762,365243,-4728,-4335,0,2,3
120049,0,1,229500,1006920,51412.5,900000,0.035792,-12780,-666,-2868,-2883,1,2,9
120052,1,0,76500,598486.5,21496.5,454500,0.018029,-13607,-1617,-6347,-4037,1,3,12
120069,0,1,202500,180000,9000,180000,0.02461,-8092,-613,-252,-771,0,2,11
